sk_consulta,sk_medico,sk_data,sk_tipo_consulta,preco_consulta,nota
7054,37630,1865,2.0,,2.5
7055,14178,694,2.0,,4.5
7056,6916,1277,1.0,350.0,1.7
7057,94371,1651,2.0,,4.5
7058,60144,899,2.0,250.0,4.9
7059,86177,17,2.0,,3.7
7060,161673,397,2.0,,3.3
7061,9821,192,2.0,,3.7
7062,29425,1566,2.0,,4.7
7063,125579,981,2.0,,3.4
7064,127782,167,2.0,,0.3
7065,126799,652,2.0,,4.6
7066,35839,887,2.0,,0.7
7067,162692,677,2.0,60.0,2.9
7068,96768,490,2.0,,3.8
7069,129228,1198,2.0,,3.1
7070,61866,1336,2.0,,0.0
7071,147099,453,2.0,,4.5
7072,43660,1195,2.0,,1.2
7073,111441,953,2.0,,0.7
7074,148851,2054,2.0,,3.7
7075,35708,1531,2.0,,1.8
7076,154518,1814,2.0,200.0,0.5
7077,105150,1570,2.0,,4.8
7078,30434,2083,2.0,,4.6
7079,35793,899,2.0,,0.8
7080,25702,488,2.0,,1.2
7081,102164,1633,2.0,,1.3
7082,91162,268,2.0,,3.1
7083,55412,1177,2.0,,3.1
7084,2078,278,1.0,150.0,0.9
7085,48886,1436,2.0,,3.8
7086,41263,1263,2.0,,4.2
7087,101769,180,2.0,,4.8
7088,137524,1397,2.0,,3.3
7089,82115,911,2.0,,1.4
7090,76904,1562,2.0,,2.1
7091,4385,1213,1.0,550.0,3.5
7092,29402,781,2.0,,0.6
7093,47293,651,2.0,,2.7
7094,31063,954,2.0,,4.0
7095,95925,1818,1.0,150.0,4.4
7096,145152,23,2.0,200.0,2.8
7097,136523,575,2.0,,1.3
7098,159950,285,2.0,,0.5
7099,47578,1963,1.0,200.0,2.0
7100,159012,444,2.0,,1.5
7101,79764,1157,2.0,,0.8
7102,45989,1949,2.0,250.0,4.4
7103,30659,832,2.0,,0.3
7104,113000,366,2.0,,1.9
7105,27685,1942,2.0,,2.3
7106,113364,1760,2.0,,1.6
7107,153644,1777,2.0,,4.1
7108,79049,620,2.0,,1.5
7109,46976,1680,2.0,,1.8
7110,13908,1181,2.0,,3.2
7111,126694,1171,2.0,,1.2
7112,108350,384,2.0,200.0,2.9
7113,21327,62,2.0,300.0,1.6
7114,164210,779,2.0,,4.7
7115,115983,1816,1.0,200.0,1.8
7116,100507,520,2.0,130.0,3.0
7117,136072,629,2.0,,3.7
7118,22832,203,2.0,,0.9
7119,33668,315,2.0,60.0,3.4
7120,13144,82,2.0,550.0,1.4
7121,76347,725,2.0,150.0,4.3
7122,17214,1734,2.0,,3.2
7123,96607,756,2.0,160.0,2.6
7124,13886,1858,2.0,250.0,1.8
7125,146348,1443,2.0,,4.3
7126,105433,131,2.0,,0.0
7127,47891,1117,2.0,180.0,4.7
7128,104227,305,2.0,,2.6
7129,145917,256,2.0,,3.3
7130,66925,621,2.0,,3.7
7131,117457,111,2.0,,3.5
7132,21412,803,2.0,,0.0
7133,123726,122,2.0,,2.4
7134,30377,1641,2.0,,1.8
7135,123125,1420,2.0,,2.3
7136,54112,1750,2.0,,4.3
7137,85037,1855,2.0,,0.3
7138,138351,2024,2.0,450.0,3.9
7139,52840,836,2.0,,3.0
7140,135737,1452,2.0,,1.3
7141,30112,111,2.0,,0.2
7142,142496,1113,2.0,,4.7
7143,120502,1623,2.0,,2.7
7144,88154,975,2.0,,1.6
7145,66358,1225,2.0,,1.5
7146,65519,776,2.0,,4.3
7147,144474,875,2.0,,4.3
7148,92168,1584,2.0,,3.7
7149,1377,1317,1.0,300.0,1.9
7150,82292,1546,2.0,,0.9
7151,81995,1889,2.0,,2.6
7152,127058,245,2.0,,1.5
7153,91304,1967,2.0,,5.0
7154,65103,1450,2.0,,0.8
7155,37533,312,2.0,,1.9
7156,97692,1728,2.0,,0.4
7157,39069,1888,2.0,300.0,4.7
7158,56327,1047,2.0,,1.3
7159,28130,423,2.0,,2.4
7160,89520,9,2.0,,4.8
7161,33199,175,2.0,,0.5
7162,8713,1138,2.0,200.0,0.5
7163,123311,687,2.0,,1.9
7164,31056,790,2.0,,3.2
7165,20685,463,2.0,,4.0
7166,40202,855,2.0,,0.8
7167,131289,768,2.0,,1.5
7168,77544,1424,2.0,150.0,3.2
7169,132972,1035,2.0,,1.0
7170,149021,1271,2.0,,0.1
7171,59225,573,2.0,150.0,2.7
7172,79179,613,2.0,,2.3
7173,150044,1243,2.0,,4.4
7174,49257,1089,2.0,,4.4
7175,7657,2008,1.0,,1.0
7176,96211,1503,2.0,100.0,2.9
7177,68437,648,2.0,150.0,0.8
7178,20645,919,2.0,,5.0
7179,37909,1901,2.0,,4.2
7180,72355,73,2.0,400.0,1.9
7181,37828,314,2.0,,0.8
7182,21341,329,2.0,200.0,0.8
7183,4086,2127,2.0,,4.1
7184,164598,116,2.0,,4.6
7185,159079,476,2.0,,1.7
7186,3160,660,2.0,400.0,1.1
7187,120002,1640,2.0,,1.0
7188,134194,1003,2.0,,0.5
7189,5378,1406,2.0,270.0,4.7
7190,162732,2047,2.0,,5.0
7191,150471,1607,2.0,,2.1
7192,42390,828,2.0,120.0,2.8
7193,147270,1012,2.0,,3.3
7194,13847,1441,1.0,500.0,2.7
7195,96657,370,2.0,,0.9
7196,101558,441,2.0,,4.8
7197,76927,650,2.0,,1.7
7198,7286,631,2.0,,4.1
7199,21393,19,2.0,,2.7
7200,43410,2064,2.0,,2.0
7201,23503,26,2.0,,1.5
7202,87236,1174,2.0,,4.3
7203,155083,469,2.0,,0.7
7204,156505,50,2.0,,1.9
7205,36455,1241,2.0,,1.6
7206,8700,78,1.0,350.0,2.5
7207,106366,458,2.0,,4.6
7208,157578,349,2.0,,4.4
7209,46880,890,2.0,,3.7
7210,81733,2073,2.0,,4.8
7211,149066,1479,2.0,,4.8
7212,88225,588,2.0,,2.3
7213,142262,84,2.0,,3.9
7214,148934,131,2.0,,2.2
7215,20478,982,2.0,,3.5
7216,117067,1011,2.0,,1.7
7217,74799,1402,2.0,,0.8
7218,21476,1342,2.0,,1.9
7219,3687,1505,2.0,,2.4
7220,5652,48,2.0,,1.4
7221,125449,1135,2.0,,2.1
7222,12353,380,2.0,,2.4
7223,101214,405,2.0,,1.3
7224,74604,2068,2.0,,0.6
7225,28492,1148,2.0,330.0,4.8
7226,107185,1413,2.0,,4.8
7227,82746,1973,2.0,150.0,1.0
7228,77362,1570,2.0,,0.0
7229,84595,622,2.0,,4.5
7230,133700,988,2.0,,0.9
7231,14178,2147,2.0,,0.9
7232,39270,1192,2.0,150.0,1.8
7233,67407,733,2.0,,1.4
7234,31883,1485,2.0,,1.4
7235,70861,1652,2.0,,4.0
7236,164048,2152,2.0,,1.0
7237,67604,1558,2.0,,2.7
7238,77017,1705,2.0,,0.8
7239,87147,1247,2.0,,0.7
7240,138546,991,2.0,,2.1
7241,62101,1573,2.0,300.0,0.1
7242,6500,801,2.0,,0.4
7243,16689,740,1.0,600.0,0.7
7244,161056,1692,2.0,,3.2
7245,133632,954,2.0,,0.0
7246,80900,1855,2.0,180.0,0.4
7247,18990,2166,2.0,,4.8
7248,78577,585,2.0,,3.2
7249,92849,1350,2.0,,3.1
7250,79772,267,2.0,,5.0
7251,5858,1523,1.0,500.0,2.4
7252,105270,406,2.0,,0.0
7253,161692,1506,2.0,,4.7
7254,65522,1766,2.0,200.0,3.3
7255,111079,276,2.0,,0.2
7256,62428,647,2.0,150.0,0.4
7257,27070,1502,2.0,,3.9
7258,60286,1522,2.0,115.0,0.9
7259,164076,429,2.0,,2.5
7260,27610,539,2.0,,0.4
7261,38419,2136,1.0,,4.7
7262,62975,81,2.0,,3.2
7263,48243,1115,2.0,500.0,4.9
7264,63186,172,2.0,,2.9
7265,17048,165,1.0,300.0,3.8
7266,2082,363,1.0,,1.0
7267,12196,440,1.0,250.0,0.7
7268,156528,669,2.0,,1.6
7269,47270,606,2.0,,5.0
7270,115589,287,2.0,,3.6
7271,64767,270,2.0,,3.6
7272,25917,611,2.0,400.0,0.8
7273,163788,844,2.0,,0.3
7274,125742,444,2.0,,3.5
7275,56015,593,2.0,,3.2
7276,23732,1552,2.0,,2.6
7277,69826,2146,2.0,150.0,1.5
7278,51288,2130,2.0,289.0,2.3
7279,40999,1012,2.0,,0.4
7280,152960,363,2.0,,1.1
7281,36130,291,2.0,250.0,2.3
7282,55124,781,2.0,,2.9
7283,76582,1898,2.0,,3.0
7284,110581,31,2.0,,2.8
7285,61446,830,2.0,75.0,2.6
7286,15968,1932,2.0,,5.0
7287,112316,593,2.0,500.0,2.7
7288,164988,653,2.0,,2.1
7289,139285,1445,2.0,,2.4
7290,81432,257,2.0,200.0,3.0
7291,148568,1364,2.0,300.0,0.2
7292,42300,2005,2.0,,1.5
7293,34593,662,2.0,,4.6
7294,88783,130,2.0,,1.4
7295,32867,411,2.0,,3.9
7296,60464,1880,2.0,,3.8
7297,81379,1868,2.0,,4.8
7298,32516,2063,2.0,,2.8
7299,159312,280,2.0,,4.6
7300,161183,606,2.0,,4.0
7301,77775,2069,2.0,,4.6
7302,125471,261,2.0,300.0,4.2
7303,88484,2048,2.0,,4.6
7304,121692,403,2.0,,4.8
7305,158892,1488,2.0,,3.4
7306,121871,1434,1.0,150.0,4.7
7307,38701,478,2.0,,3.4
7308,140866,375,2.0,,4.6
7309,17567,2145,2.0,,1.7
7310,111273,78,2.0,,0.7
7311,32641,557,2.0,,4.7
7312,125706,1726,2.0,550.0,3.6
7313,664,2,1.0,350.0,2.8
7314,22757,848,2.0,,0.9
7315,25787,1153,2.0,190.0,4.7
7316,113959,1111,2.0,,4.3
7317,69628,1982,2.0,,4.8
7318,116577,921,2.0,,4.7
7319,30430,1992,2.0,,2.2
7320,89926,2046,2.0,,2.5
7321,110349,1021,2.0,,2.7
7322,26932,1421,2.0,,3.5
7323,152233,384,2.0,,2.3
7324,65935,1497,2.0,250.0,4.0
7325,19273,1950,2.0,,4.4
7326,147899,2021,2.0,,2.2
7327,118707,1188,2.0,,0.3
7328,110348,2127,2.0,,2.1
7329,129636,728,2.0,,0.5
7330,66602,706,2.0,100.0,0.9
7331,40750,1753,2.0,,3.7
7332,103544,1425,2.0,,1.1
7333,23363,712,2.0,,0.3
7334,88567,773,2.0,,2.7
7335,103977,2093,2.0,,3.0
7336,30222,1210,2.0,,4.6
7337,164056,1653,2.0,,3.4
7338,55647,1591,2.0,,0.2
7339,15851,145,2.0,,1.3
7340,147265,2076,2.0,,0.0
7341,164150,473,2.0,,4.0
7342,119059,651,2.0,,3.5
7343,39968,459,2.0,,3.2
7344,6952,1997,1.0,160.0,0.6
7345,101149,620,2.0,,1.2
7346,7574,1431,1.0,450.0,0.1
7347,134470,1633,2.0,,4.5
7348,45238,1640,2.0,,3.9
7349,161211,1931,2.0,,4.0
7350,109008,1272,2.0,,4.4
7351,114,1583,2.0,380.0,4.1
7352,78735,1821,2.0,,4.4
7353,137979,1166,2.0,,0.1
7354,151899,1478,2.0,,0.5
7355,50613,1325,2.0,,3.2
7356,68661,801,2.0,,4.0
7357,25912,230,1.0,350.0,4.2
7358,92910,672,2.0,,0.3
7359,94568,1062,2.0,,2.6
7360,64632,977,2.0,,0.3
7361,2324,1089,1.0,450.0,2.1
7362,93616,1977,1.0,200.0,2.1
7363,72796,1140,2.0,,1.1
7364,27807,2061,2.0,,0.6
7365,151836,1328,2.0,,3.2
7366,120884,754,2.0,,2.8
7367,80156,863,2.0,,4.0
7368,105748,43,2.0,,2.3
7369,19421,2122,2.0,,4.0
7370,53718,259,2.0,,1.6
7371,122989,1005,2.0,,1.0
7372,39456,1742,2.0,100.0,3.7
7373,46813,1648,2.0,,3.5
7374,65986,1100,2.0,,0.3
7375,88185,746,2.0,,3.1
7376,103073,615,2.0,,1.9
7377,130062,307,2.0,,4.2
7378,68547,1143,2.0,,1.9
7379,54118,520,2.0,,0.3
7380,27405,787,2.0,350.0,2.6
7381,20928,1944,2.0,400.0,0.8
7382,65060,1668,2.0,,2.5
7383,79729,221,2.0,,0.5
7384,126897,1724,2.0,,1.1
7385,92166,1746,2.0,,2.8
7386,143521,183,2.0,,0.4
7387,114102,1505,2.0,,4.9
7388,5547,370,1.0,200.0,4.0
7389,152461,188,2.0,,3.0
7390,22443,308,2.0,,4.5
7391,117355,72,2.0,,1.8
7392,27831,2080,1.0,500.0,2.5
7393,126035,741,2.0,,3.8
7394,115222,724,2.0,,2.7
7395,18967,1854,1.0,150.0,1.4
7396,86696,381,2.0,,3.6
7397,58817,1678,2.0,,1.9
7398,138257,184,2.0,450.0,4.4
7399,69724,1868,2.0,,3.7
7400,11217,1512,2.0,,4.7
7401,105700,1907,2.0,130.0,2.7
7402,31949,1584,2.0,120.0,0.4
7403,28227,1371,2.0,,0.6
7404,119099,1340,2.0,,1.1
7405,129828,1232,2.0,,0.8
7406,52099,206,2.0,,3.6
7407,2866,1706,2.0,250.0,0.4
7408,34911,1665,2.0,,4.2
7409,77439,1452,2.0,,1.1
7410,37727,1478,2.0,,1.0
7411,67859,245,2.0,,0.6
7412,52822,1625,2.0,,3.9
7413,41739,1234,2.0,300.0,2.0
7414,69085,2055,2.0,400.0,3.7
7415,100064,1315,2.0,,1.7
7416,118094,1947,2.0,,3.2
7417,80744,534,2.0,150.0,1.0
7418,12012,1379,2.0,200.0,1.4
7419,5226,760,1.0,250.0,3.7
7420,63364,52,2.0,,4.2
7421,77863,96,2.0,,5.0
7422,23669,683,2.0,,1.1
7423,4497,968,1.0,290.0,4.9
7424,160682,1750,2.0,,0.8
7425,107149,143,2.0,,4.1
7426,36708,876,2.0,500.0,2.5
7427,24315,521,2.0,,4.9
7428,46600,834,2.0,,4.9
7429,13379,509,2.0,,1.7
7430,7950,1575,2.0,200.0,3.1
7431,79346,1830,2.0,,4.9
7432,142301,257,2.0,,4.3
7433,47820,785,2.0,,1.1
7434,122101,1710,2.0,,4.8
7435,89904,668,2.0,,3.6
7436,124307,1191,2.0,,3.1
7437,81754,1020,2.0,,0.4
7438,68508,2017,2.0,,1.7
7439,26806,1012,2.0,30.0,4.9
7440,158845,2177,2.0,,2.3
7441,6409,175,1.0,250.0,3.9
7442,15693,1804,2.0,120.0,3.6
7443,117699,2053,2.0,,0.2
7444,10535,147,1.0,350.0,4.7
7445,37571,962,2.0,,1.9
7446,85240,1960,2.0,,1.3
7447,21697,1612,2.0,,1.3
7448,20399,1893,2.0,,2.5
7449,130504,1704,2.0,,4.2
7450,19226,1806,1.0,350.0,2.5
7451,125298,255,2.0,,3.6
7452,3637,1750,2.0,,0.7
7453,35033,559,2.0,400.0,3.0
7454,163496,1060,2.0,,2.0
7455,159795,562,2.0,,3.1
7456,110175,1653,2.0,,2.2
7457,92916,2122,2.0,,2.5
7458,15183,1929,2.0,220.0,4.4
7459,9330,425,2.0,250.0,1.1
7460,92345,717,2.0,,5.0
7461,157576,992,2.0,,0.1
7462,140306,1508,2.0,,2.0
7463,133507,484,2.0,,1.0
7464,35097,2079,2.0,100.0,2.0
7465,14916,630,1.0,,2.3
7466,10949,1284,2.0,380.0,2.6
7467,69200,1693,2.0,,0.8
7468,17751,776,2.0,,1.1
7469,101233,598,2.0,,4.8
7470,29600,575,2.0,300.0,0.4
7471,31833,1177,2.0,,0.9
7472,125939,288,2.0,200.0,2.2
7473,52223,1906,2.0,,2.8
7474,136774,828,2.0,,0.2
7475,62885,193,2.0,600.0,1.3
7476,134766,408,2.0,,2.5
7477,149207,375,2.0,300.0,1.9
7478,74428,142,2.0,,3.4
7479,3333,2056,2.0,,1.1
7480,421,37,1.0,400.0,4.4
7481,107355,472,2.0,,4.1
7482,152486,280,2.0,,4.5
7483,5328,784,1.0,,2.8
7484,146042,807,2.0,,2.1
7485,130501,1507,2.0,,0.6
7486,141636,897,2.0,,4.1
7487,53958,952,2.0,90.0,4.5
7488,97384,1599,2.0,400.0,1.7
7489,146290,2114,2.0,,5.0
7490,60415,1044,2.0,,4.8
7491,90208,1587,2.0,300.0,4.5
7492,22614,293,2.0,370.0,3.0
7493,136336,1682,2.0,,2.6
7494,99685,2073,2.0,,1.0
7495,114198,202,2.0,,1.6
7496,161124,1156,2.0,,1.6
7497,153943,574,2.0,,4.6
7498,95201,355,2.0,,3.4
7499,108315,425,2.0,,4.0
7500,92474,596,2.0,,4.4
7501,67659,644,2.0,,1.9
7502,83911,2077,2.0,,2.6
7503,135979,2114,2.0,,3.5
7504,157975,605,2.0,150.0,1.5
7505,85574,323,2.0,,1.1
7506,39982,1136,2.0,,1.4
7507,17194,1281,1.0,200.0,3.5
7508,105077,391,2.0,180.0,1.5
7509,164975,1863,2.0,,2.4
7510,25122,7,2.0,,4.8
7511,81767,266,2.0,,2.4
7512,45190,724,2.0,100.0,4.4
7513,161286,517,2.0,,4.1
7514,55575,55,2.0,,4.3
7515,111416,2091,2.0,,0.5
7516,74829,344,2.0,,0.9
7517,116062,588,2.0,,2.8
7518,40977,1691,2.0,140.0,0.9
7519,121882,652,2.0,,0.6
7520,13630,1672,1.0,500.0,1.6
7521,76259,1298,2.0,,0.9
7522,8217,507,1.0,350.0,4.5
7523,77851,853,2.0,,4.3
7524,140329,1269,2.0,,1.1
7525,51097,460,2.0,,1.6
7526,6097,393,1.0,350.0,3.7
7527,30122,379,2.0,,2.9
7528,46852,1838,2.0,85.0,1.0
7529,145837,798,2.0,,2.1
7530,103250,1628,2.0,230.0,4.5
7531,142100,714,2.0,,3.0
7532,53302,1673,2.0,,3.4
7533,130146,1691,2.0,,2.4
7534,123878,826,2.0,,0.9
7535,63792,1525,2.0,,3.0
7536,143141,1736,2.0,,0.1
7537,71456,86,2.0,,3.2
7538,25730,1362,1.0,200.0,1.7
7539,127970,227,2.0,,1.8
7540,97758,1593,2.0,,0.8
7541,21494,1417,2.0,50.0,4.6
7542,139715,66,2.0,,1.1
7543,56343,237,2.0,,2.7
7544,74881,690,2.0,,3.3
7545,63796,455,2.0,,3.3
7546,117933,1176,2.0,250.0,1.6
7547,11230,1430,2.0,,4.8
7548,158371,2038,2.0,,0.2
7549,22494,204,2.0,,3.8
7550,1299,1635,1.0,250.0,1.9
7551,40606,391,2.0,,3.4
7552,135360,407,2.0,,3.0
7553,30254,1204,2.0,,3.8
7554,73987,1279,2.0,,2.3
7555,129042,2053,2.0,,0.1
7556,100284,162,2.0,,0.6
7557,24003,73,2.0,250.0,3.9
7558,2917,167,1.0,350.0,1.3
7559,95822,679,2.0,,1.1
7560,33532,554,2.0,,1.4
7561,38220,976,2.0,,0.9
7562,14007,786,2.0,350.0,0.4
7563,110387,764,2.0,,2.9
7564,45546,1191,2.0,,4.8
7565,110490,149,2.0,,4.4
7566,50405,1518,2.0,,1.3
7567,30252,596,2.0,,3.6
7568,52297,1461,2.0,,4.4
7569,105184,978,2.0,,1.7
7570,164563,2103,2.0,,1.7
7571,73343,1241,2.0,,0.1
7572,43811,1268,2.0,40.0,3.9
7573,14089,1551,2.0,,0.8
7574,51310,300,2.0,,1.4
7575,136528,590,2.0,,2.7
7576,100916,299,2.0,,0.2
7577,94978,1393,2.0,,1.3
7578,81513,1623,2.0,,0.7
7579,113535,1631,2.0,450.0,3.1
7580,154761,666,2.0,,1.2
7581,58737,1995,2.0,,2.2
7582,14576,1752,2.0,,3.7
7583,7190,173,2.0,100.0,4.3
7584,26682,1311,2.0,270.0,1.5
7585,92150,756,2.0,,1.8
7586,148091,612,2.0,,3.8
7587,151420,1026,2.0,,0.2
7588,46800,201,2.0,60.0,2.5
7589,12044,1799,2.0,300.0,1.1
7590,28134,1291,2.0,,2.7
7591,154180,1642,2.0,,1.2
7592,65629,1802,2.0,,0.3
7593,63764,1501,2.0,,3.5
7594,162847,1732,2.0,,1.3
7595,34341,993,2.0,,0.1
7596,80211,1117,2.0,,1.0
7597,9363,1259,2.0,,4.2
7598,65143,1493,2.0,,0.6
7599,159476,376,2.0,,2.8
7600,4268,46,2.0,,2.4
7601,29370,1446,2.0,,1.5
7602,37582,1393,2.0,,3.7
7603,45395,153,2.0,300.0,2.2
7604,103586,1753,2.0,,1.3
7605,41789,1308,2.0,,3.1
7606,10230,2110,2.0,,3.1
7607,106430,629,2.0,,3.1
7608,15129,1648,2.0,300.0,3.4
7609,47236,1447,2.0,150.0,0.7
7610,46992,187,2.0,,4.7
7611,113189,1413,2.0,,4.6
7612,104752,2134,2.0,,3.9
7613,149381,571,2.0,,0.6
7614,29175,1338,1.0,165.0,1.6
7615,69263,370,2.0,190.0,2.2
7616,90573,1712,2.0,350.0,2.0
7617,125692,1862,2.0,85.0,4.4
7618,142612,680,2.0,,0.4
7619,76028,817,2.0,,2.5
7620,34917,1451,2.0,,1.9
7621,65116,1140,2.0,,4.2
7622,138098,1932,2.0,,0.3
7623,18934,1399,1.0,300.0,0.0
7624,44385,358,1.0,,0.1
7625,152039,22,2.0,,1.4
7626,124088,2177,2.0,,1.4
7627,140035,491,2.0,,1.6
7628,105379,820,2.0,,4.2
7629,6603,1429,1.0,250.0,0.5
7630,55889,720,2.0,,1.0
7631,17554,1200,2.0,,0.4
7632,138682,2177,2.0,,3.7
7633,55103,824,1.0,,2.0
7634,109611,450,2.0,,1.9
7635,159130,226,2.0,,4.4
7636,136324,984,2.0,,0.9
7637,158675,1725,2.0,,0.1
7638,47238,1236,2.0,300.0,4.9
7639,153041,1037,2.0,,2.8
7640,21398,353,2.0,,1.0
7641,51056,1971,2.0,,1.9
7642,67287,237,2.0,,3.4
7643,145445,2001,2.0,,4.7
7644,67666,990,2.0,,3.0
7645,27176,2184,2.0,,3.1
7646,39899,1962,2.0,,4.1
7647,161953,1543,2.0,,2.7
7648,154745,753,2.0,,0.2
7649,43015,1491,2.0,,4.6
7650,157462,2059,2.0,350.0,4.7
7651,12395,30,2.0,,4.0
7652,11383,520,2.0,,3.6
7653,5688,1169,1.0,280.0,3.1
7654,75477,562,2.0,,1.3
7655,39493,1902,2.0,,4.0
7656,150163,2130,2.0,,0.4
7657,90650,1242,2.0,,3.9
7658,130060,1044,2.0,,0.2
7659,109928,2142,2.0,,3.4
7660,74265,515,2.0,,1.3
7661,112735,1672,2.0,,3.0
7662,79497,1399,2.0,,1.4
7663,97190,1189,2.0,,2.1
7664,98390,1988,2.0,,0.7
7665,85697,246,2.0,,3.7
7666,117759,625,2.0,,2.9
7667,115495,2082,2.0,,3.9
7668,18262,1205,2.0,,4.1
7669,126646,405,2.0,100.0,3.5
7670,97885,2048,2.0,,2.1
7671,65561,24,2.0,250.0,2.9
7672,16896,473,2.0,,4.7
7673,108495,563,2.0,,1.4
7674,64820,1374,2.0,,4.2
7675,97390,1739,2.0,200.0,1.2
7676,162317,1986,2.0,,3.8
7677,130669,650,2.0,,1.3
7678,103812,1806,2.0,,3.7
7679,126727,11,2.0,,3.7
7680,84737,1140,2.0,,4.8
7681,2640,292,2.0,,2.8
7682,96891,30,2.0,,1.8
7683,129334,340,2.0,,2.8
7684,149372,203,2.0,,0.8
7685,122239,1116,2.0,,3.1
7686,66980,915,2.0,,2.6
7687,43591,881,2.0,,4.0
7688,62239,1455,2.0,,4.6
7689,54632,619,2.0,,0.5
7690,71232,1703,2.0,,4.8
7691,68144,26,2.0,,2.5
7692,77619,863,1.0,150.0,0.1
7693,95456,1259,2.0,250.0,4.2
7694,41785,1851,2.0,,2.3
7695,19997,1998,2.0,,2.6
7696,88590,1676,2.0,,3.9
7697,97561,1031,2.0,180.0,2.6
7698,110304,1069,2.0,,1.0
7699,96193,1931,2.0,,2.6
7700,28435,2185,2.0,80.0,5.0
7701,123584,1233,2.0,,3.7
7702,45209,1100,2.0,400.0,2.0
7703,125100,789,2.0,,4.6
7704,26689,1082,2.0,200.0,4.6
7705,96100,1084,2.0,,0.6
7706,77041,2065,2.0,,0.8
7707,52037,433,2.0,,0.6
7708,128908,1597,2.0,100.0,4.0
7709,5264,1666,2.0,200.0,1.5
7710,78083,71,2.0,500.0,2.1
7711,50049,197,2.0,,4.7
7712,45732,368,2.0,,4.9
7713,2703,1629,1.0,300.0,2.1
7714,36428,757,2.0,,1.0
7715,138139,725,2.0,,4.8
7716,53527,1438,1.0,,0.5
7717,134830,843,2.0,,0.5
7718,119842,403,2.0,,1.1
7719,62400,1500,2.0,,2.1
7720,12679,1210,2.0,200.0,0.2
7721,128406,2183,2.0,,0.7
7722,133005,2110,2.0,,3.2
7723,77351,1763,2.0,,3.6
7724,148049,912,2.0,,4.4
7725,29722,885,2.0,,2.7
7726,110680,2005,2.0,,3.0
7727,148892,637,2.0,,0.2
7728,161225,1383,2.0,,4.4
7729,22469,1752,2.0,,1.7
7730,1906,710,1.0,250.0,2.4
7731,157876,2137,2.0,,2.6
7732,109181,525,2.0,,4.6
7733,51464,2189,2.0,,4.2
7734,47282,182,2.0,,2.0
7735,61971,410,1.0,280.0,4.7
7736,60507,496,2.0,,4.2
7737,141745,824,2.0,,1.1
7738,156338,1118,2.0,,3.4
7739,28012,966,2.0,,4.9
7740,73583,1827,2.0,,3.6
7741,96588,380,2.0,,1.8
7742,136116,60,2.0,,4.0
7743,43138,763,2.0,814.0,0.9
7744,35734,1539,2.0,,3.7
7745,34174,979,2.0,250.0,0.4
7746,34662,2078,2.0,255.0,1.5
7747,4794,1181,2.0,200.0,2.0
7748,154178,495,2.0,,2.0
7749,49457,1482,2.0,,3.5
7750,160153,1187,2.0,,4.4
7751,50217,293,2.0,,4.9
7752,118892,466,2.0,,2.8
7753,41501,626,2.0,200.0,3.6
7754,24769,318,2.0,,1.5
7755,132841,151,2.0,,2.7
7756,15779,679,2.0,,1.3
7757,136601,763,2.0,,3.8
7758,122655,1160,2.0,,1.9
7759,28396,372,2.0,,4.9
7760,146606,1001,2.0,,0.5
7761,114011,359,2.0,,1.4
7762,65485,78,2.0,,2.6
7763,13955,1345,1.0,250.0,4.6
7764,94767,764,2.0,,4.8
7765,112103,421,2.0,,4.5
7766,5354,1037,1.0,450.0,2.6
7767,8945,1476,1.0,350.0,0.2
7768,130141,1860,2.0,,3.0
7769,43983,728,2.0,,3.4
7770,133700,1204,2.0,,0.7
7771,97913,1988,2.0,,2.9
7772,61666,1876,2.0,,3.9
7773,70624,600,2.0,,0.5
7774,57139,435,2.0,,2.9
7775,101786,2173,2.0,,1.0
7776,79639,1653,2.0,,3.6
7777,77678,317,2.0,,3.7
7778,127859,32,2.0,,0.7
7779,42620,103,2.0,,4.8
7780,11738,400,2.0,,0.7
7781,64112,1217,2.0,,2.1
7782,37139,785,2.0,,3.0
7783,90385,1469,2.0,,2.6
7784,23659,904,2.0,,2.5
7785,86776,767,2.0,,4.2
7786,110979,563,2.0,,3.5
7787,61485,2112,2.0,,1.4
7788,162750,1499,2.0,,2.5
7789,144103,1338,2.0,,4.4
7790,41467,991,2.0,,0.9
7791,111894,333,2.0,,1.5
7792,137558,1957,2.0,,3.7
7793,27848,1305,1.0,200.0,3.6
7794,31235,1031,2.0,300.0,3.3
7795,157254,191,2.0,,1.8
7796,10080,1866,2.0,,2.8
7797,149452,682,2.0,,2.1
7798,26127,642,2.0,,4.9
7799,131162,490,2.0,,3.4
7800,64494,1645,2.0,200.0,3.6
7801,22165,1428,2.0,,3.1
7802,55164,1682,2.0,,3.5
7803,107289,1404,2.0,,2.7
7804,31426,265,2.0,,4.4
7805,145271,189,2.0,,1.5
7806,157951,159,2.0,,1.6
7807,120393,62,2.0,,0.4
7808,39014,613,2.0,400.0,3.7
7809,78028,86,2.0,,0.1
7810,53154,1206,2.0,,1.5
7811,144944,1280,2.0,,1.6
7812,112777,540,2.0,,1.9
7813,98407,1783,2.0,,1.8
7814,25235,935,1.0,400.0,1.2
7815,111516,1554,2.0,,0.7
7816,23923,2100,2.0,,0.5
7817,98265,1722,2.0,,1.0
7818,67401,231,2.0,,3.6
7819,20158,484,2.0,,2.3
7820,98006,170,2.0,,3.2
7821,5893,73,2.0,89.0,1.6
